cost_bps_roundtrip,n_steps,ann_ret,ann_vol,sharpe,max_dd,avg_turnover_per_reb
0,374,0.3550162002729591,0.25866355215960746,1.3725018361067647,-0.17841824357151892,1.5798956373781994
10,374,0.2518256520208939,0.2586988632823785,0.9734316139843945,-0.20100869416995815,1.5798956373781994
20,374,0.15634933650388017,0.2587407415537286,0.6042702651503902,-0.293610915574527,1.5798956373781994
50,374,-0.089252331290947,0.2589057448933263,-0.3447290492828598,-0.6896383148137812,1.5798956373781994
100,374,-0.3897881290503883,0.2593116984865041,-1.5031644593183475,-0.9796382523542798,1.5798956373781994
