date,gross_ret_5d,cost,net_ret_5d,turnover,equity,drawdown
2018-06-25,-0.0003621609221273641,0.004,-0.004362160922127364,2.0,0.9956378390778726,0.0
2018-07-02,0.0073556258160094815,0.0031,0.004255625816009481,1.5499999999999998,0.9998749011692484,0.0
2018-07-10,-0.003548734476727266,0.0031,-0.006648734476727266,1.5499999999999998,0.99322699844143,-0.006648734476727314
2018-07-17,-0.004640381383747038,0.0029,-0.007540381383747038,1.45,0.9857376880725474,-0.014138981866800626
2018-07-24,0.003667412880122933,0.0031,0.0005674128801229331,1.5499999999999998,0.9862970083331823,-0.013579591627100651
2018-07-31,0.05296067682388059,0.003,0.049960676823880584,1.5,1.0355730744188767,0.0
2018-08-07,-0.028600621147543,0.0034999999999999996,-0.032100621147543,1.7499999999999998,1.00233053548636,-0.03210062114754286
2018-08-14,-0.0017399129532825039,0.0026,-0.004339912953282504,1.2999999999999998,0.9979805082119322,-0.03630122019929882
2018-08-21,-0.010380179930613149,0.0032,-0.013580179930613149,1.6,0.9844277533431695,-0.04938842302790458
2018-08-28,-0.022501288584364974,0.0031000000000000003,-0.025601288584364973,1.55,0.959225134339373,-0.07372530434160551
2018-09-05,-0.01691764748033431,0.0028999999999999994,-0.01981764748033431,1.4499999999999997,0.9402155487727589,-0.09208188973011755
2018-09-12,0.04163964130293869,0.003,0.03863964130293869,1.5,0.9765451403247839,-0.057000259616847404
2018-09-19,0.005270292992446114,0.0036999999999999997,0.0015702929924461145,1.8499999999999999,0.9780786023154433,-0.0555194737326451
2018-09-26,0.018617492431949333,0.0032999999999999995,0.015317492431949334,1.6499999999999997,0.9930603139042616,-0.041052400419421486
2018-10-03,-0.009723571826264484,0.0037,-0.013423571826264484,1.85,0.979729897452755,-0.05392490240001535
2018-10-10,0.05067854007390433,0.0032999999999999995,0.04737854007390433,1.6499999999999997,1.0261480696608225,-0.009101245475451436
2018-10-17,0.053453989153452515,0.0038047619047619045,0.049649227248690614,1.9023809523809523,1.077095528362218,0.0
2018-10-24,0.033701400766966205,0.003804761904761904,0.0298966388622043,1.902380952380952,1.1092970643937583,0.0
2018-10-31,0.018254049238343024,0.0035095238095238087,0.014744525428819214,1.7547619047619043,1.1256531231678266,0.0
2018-11-07,-0.005107510787394592,0.003128571428571428,-0.00823608221596602,1.564285714285714,1.1163821514987575,-0.008236082215965945
2018-11-14,-0.021733032404623043,0.0030190476190476187,-0.024752080023670662,1.5095238095238093,1.0887493711478626,-0.032784302073545546
2018-11-21,0.06254199189995108,0.002919047619047619,0.05962294428090346,1.4595238095238094,1.1536638142396805,0.0
2018-11-29,-0.011269722290244595,0.003609523809523809,-0.014879246099768404,1.8047619047619046,1.1364981664312108,-0.014879246099768317
2018-12-07,-0.031067767171857445,0.002833333333333333,-0.033901100505190775,1.4166666666666665,1.0979696278670612,-0.04827592378748946
2018-12-14,0.01343425456448464,0.0024380952380952375,0.010996159326389402,1.2190476190476187,1.110043076830624,-0.03781061421069587
2018-12-21,0.047183012137820994,0.0033190476190476186,0.04386396451877338,1.6595238095238092,1.1587339669670325,0.0
